price,date,time,geo_lat,geo_lon,region,building_type,level,levels,rooms,area,kitchen_area,object_type
3800000,2018-09-10,01:55:54,54.98196,82.903336,9654.0,1.0,2.0,5.0,3.0,60.0,7.0,1.0
2150000,2018-09-10,01:56:36,55.8382355,49.1272631,2922.0,4.0,1.0,2.0,1.0,42.6,15.0,1.0
3190000,2018-09-10,01:58:30,55.0727831,82.9242988,9654.0,1.0,8.0,9.0,3.0,63.0,7.0,1.0
2690000,2018-09-10,02:01:08,54.938208,82.961537,9654.0,2.0,13.0,16.0,1.0,40.0,9.0,11.0
1390000,2018-09-10,02:02:06,54.93557,82.88526,9654.0,2.0,4.0,17.0,1.0,28.0,3.0,1.0
5900000,2018-09-10,02:03:19,59.8747837,30.3774122,2661.0,3.0,8.0,10.0,2.0,51.7,7.5,1.0
2200000,2018-09-10,02:05:36,45.1324413,38.9092636,2843.0,2.0,3.0,3.0,1.0,40.0,9.0,1.0
1750000,2018-09-10,02:06:29,45.013243,39.079527,2843.0,2.0,14.0,24.0,2.0,40.0,10.0,1.0
4900000,2018-09-10,02:07:56,45.0364786,38.9711715,2843.0,2.0,7.0,16.0,1.0,68.0,25.0,1.0
1500000,2018-09-10,02:08:43,52.4992609,103.8394479,5368.0,3.0,3.0,5.0,1.0,33.0,9.0,1.0
2920000,2018-09-10,02:08:52,45.1422518,38.9939076,2843.0,2.0,6.0,16.0,3.0,77.0,12.0,1.0
2150000,2018-09-10,02:08:57,45.071784,39.031404,2843.0,2.0,10.0,18.0,1.0,41.0,14.4,1.0
20000000,2018-09-10,02:10:07,45.024329,38.958326,2843.0,2.0,4.0,22.0,3.0,140.0,40.0,1.0
2200000,2018-09-10,02:10:14,45.0579015,39.0299799,2843.0,2.0,3.0,17.0,1.0,41.0,11.0,1.0
2950000,2018-09-10,02:13:16,55.032948,82.9758,9654.0,1.0,1.0,9.0,2.0,44.0,7.0,1.0
3750000,2018-09-10,02:14:30,44.6795983,37.778799,2843.0,2.0,10.0,18.0,2.0,76.0,13.0,1.0
1830000,2018-09-10,02:14:57,45.0469574,39.1194813,2843.0,2.0,3.0,5.0,1.0,39.0,12.0,1.0
1890000,2018-09-10,02:15:02,44.5687683,38.0787686,2843.0,2.0,1.0,7.0,-1.0,26.0,16.0,11.0
965000,2018-09-10,02:15:38,52.0611388,113.4642117,10160.0,3.0,4.0,9.0,2.0,55.0,8.0,1.0
2170000,2018-09-10,02:15:40,45.0381067,39.1225555,2843.0,2.0,8.0,18.0,1.0,48.0,15.0,1.0
3670000,2018-09-10,02:15:49,45.0693057,38.9524188,2843.0,2.0,12.0,17.0,1.0,45.0,13.0,1.0
5500000,2018-09-10,02:16:32,55.070484,82.96251,9654.0,0.0,16.0,17.0,3.0,95.0,35.0,1.0
5750000,2018-09-10,02:17:59,45.046412,38.979203,2843.0,2.0,22.0,25.0,2.0,47.0,12.0,1.0
2400000,2018-09-10,02:18:06,55.0976222,82.9611429,9654.0,1.0,2.0,5.0,2.0,47.0,5.0,1.0
2650000,2018-09-10,02:18:51,44.550704,38.0883035,2843.0,2.0,4.0,4.0,1.0,51.0,14.0,1.0
3300000,2018-09-10,02:19:11,54.925199,82.918426,9654.0,3.0,2.0,2.0,3.0,55.0,15.0,1.0
1700000,2018-09-10,02:19:28,55.029434,83.02724,9654.0,1.0,3.0,10.0,1.0,32.0,5.0,1.0
7000000,2018-09-10,02:20:11,55.047528,82.9108,9654.0,3.0,3.0,12.0,3.0,79.0,1.0,1.0
15800000,2018-09-10,02:21:43,55.7540471,37.620405,3.0,1.0,9.0,21.0,2.0,58.8,12.0,1.0
3150000,2018-09-10,02:24:55,44.674962,37.789222,2843.0,2.0,14.0,16.0,1.0,49.0,13.0,1.0
5250000,2018-09-10,02:24:56,44.8876224,37.3030946,2843.0,2.0,5.0,10.0,1.0,62.0,18.0,1.0
2008000,2018-09-10,02:25:24,44.875795,37.3430958,2843.0,2.0,13.0,18.0,1.0,41.0,21.0,1.0
2950000,2018-09-10,02:25:31,45.055824,39.016007,2843.0,2.0,14.0,17.0,2.0,53.0,10.0,1.0
1800000,2018-09-10,02:26:00,53.70098,91.44477,2359.0,1.0,2.0,5.0,2.0,44.0,6.0,1.0
25800000,2018-09-10,02:27:35,55.668635,37.518758,3.0,1.0,6.0,14.0,3.0,94.0,10.0,1.0
2371700,2018-09-10,02:30:44,56.2409601,37.4991041,81.0,2.0,6.0,14.0,2.0,64.1,9.1,11.0
3950000,2018-09-10,02:32:28,44.7178532,37.7683296,2843.0,2.0,5.0,5.0,3.0,200.0,30.0,1.0
3000000,2018-09-10,02:32:29,44.660438,37.7583143,2843.0,2.0,3.0,5.0,2.0,50.0,8.0,1.0
780000,2018-09-10,02:36:32,59.1178185,28.0881475,3446.0,3.0,3.0,3.0,2.0,42.0,6.0,1.0
5150000,2018-09-10,02:40:36,55.7367855,49.200323,2922.0,3.0,5.0,16.0,2.0,70.0,10.5,1.0
1100000,2018-09-10,02:41:26,56.582558,104.12486,5368.0,3.0,3.0,5.0,2.0,51.4,6.0,1.0
3200000,2018-09-10,02:44:04,55.8199396,49.116292,2922.0,2.0,14.0,17.0,1.0,38.2,9.1,1.0
2100000,2018-09-10,02:44:40,57.8402711,28.2974513,7793.0,1.0,7.0,16.0,2.0,55.0,19.0,1.0
1575000,2018-09-10,02:50:26,52.5256528,103.8810524,5368.0,1.0,1.0,5.0,2.0,45.0,7.0,1.0
3800000,2018-09-10,02:52:53,43.9072668,42.7289653,2900.0,3.0,4.0,4.0,3.0,70.0,12.0,1.0
3650000,2018-09-10,03:05:03,52.0340142,113.4994,10160.0,1.0,2.0,5.0,3.0,70.0,10.0,1.0
5200000,2018-09-10,03:10:36,55.6899168,37.8663262,81.0,2.0,9.0,22.0,1.0,47.0,13.0,1.0
3200000,2018-09-10,03:15:01,57.6459034,39.9556456,2604.0,3.0,5.0,5.0,2.0,54.0,8.0,1.0
24500000,2018-09-10,03:18:07,55.7015866,37.3241608,81.0,3.0,6.0,12.0,3.0,84.0,18.0,1.0
2950000,2018-09-10,03:18:36,52.0219425,113.4293974,10160.0,3.0,8.0,10.0,2.0,68.0,10.0,1.0
6700000,2018-09-10,03:20:31,55.7015866,37.3241608,81.0,1.0,19.0,20.0,2.0,61.0,12.4,1.0
8150000,2018-09-10,03:22:13,55.601698,37.5092954,3.0,1.0,1.0,16.0,2.0,54.0,10.0,1.0
6300000,2018-09-10,03:24:30,55.8244737,37.9304196,81.0,1.0,1.0,16.0,1.0,40.0,9.0,1.0
2880000,2018-09-10,03:24:55,53.403988,58.962387,5282.0,4.0,3.0,14.0,3.0,70.0,13.0,1.0
3200000,2018-09-10,03:29:40,55.956733,37.684371,81.0,2.0,4.0,6.0,1.0,35.0,9.0,1.0
1085000,2018-09-10,03:33:02,51.8335853,107.5842223,9579.0,3.0,1.0,5.0,1.0,33.0,10.0,11.0
99000000,2018-09-10,03:33:45,55.749582,37.599561,3.0,2.0,4.0,8.0,3.0,112.0,26.0,1.0
7999999,2018-09-10,03:33:46,55.8810799,37.5917267,3.0,1.0,9.0,12.0,2.0,47.0,6.7,1.0
6500000,2018-09-10,03:33:47,55.8925185,37.6150584,3.0,1.0,12.0,14.0,1.0,39.0,9.0,1.0
21499000,2018-09-10,03:33:48,55.8070493,37.5459108,3.0,2.0,12.0,32.0,3.0,101.0,20.0,1.0
20490000,2018-09-10,03:33:52,55.8070493,37.5459108,3.0,2.0,5.0,32.0,3.0,100.0,20.0,1.0
29990000,2018-09-10,03:33:53,55.8070493,37.5459108,3.0,2.0,26.0,32.0,3.0,100.0,20.0,1.0
23500000,2018-09-10,03:33:56,55.8066841,37.5429106,3.0,2.0,5.0,32.0,4.0,121.0,20.0,1.0
25500000,2018-09-10,03:33:56,55.8066841,37.5429106,3.0,2.0,25.0,32.0,3.0,94.4,16.0,1.0
68990000,2018-09-10,03:34:22,55.695195,37.530229,3.0,2.0,9.0,19.0,3.0,132.0,20.0,1.0
17000000,2018-09-10,03:34:22,55.784997,37.526636,3.0,2.0,2.0,4.0,1.0,48.0,16.0,1.0
58800000,2018-09-10,03:34:30,55.7877469,37.5195365,3.0,2.0,11.0,23.0,3.0,131.0,20.0,1.0
13000000,2018-09-10,03:34:30,55.824753,37.415955,3.0,2.0,4.0,4.0,2.0,70.0,10.0,1.0
35990000,2018-09-10,03:34:30,55.8070493,37.5459108,3.0,2.0,28.0,32.0,4.0,120.0,15.0,1.0
23000000,2018-09-10,03:34:30,55.774746,37.54861,3.0,2.0,30.0,37.0,2.0,70.0,18.0,1.0
5050000,2018-09-10,03:34:50,56.803608,60.610687,6171.0,0.0,10.0,17.0,1.0,50.2,15.5,1.0
1300000,2018-09-10,03:34:57,54.9471407,82.9585961,9654.0,1.0,3.0,10.0,1.0,41.36,10.88,1.0
3200000,2018-09-10,03:35:28,54.7148111,56.0000619,2722.0,3.0,2.0,3.0,2.0,54.9,8.3,1.0
3150000,2018-09-10,03:41:28,53.3380089,83.7668817,6817.0,3.0,8.0,12.0,2.0,67.0,11.0,1.0
1750000,2018-09-10,03:41:32,53.370984,83.7084967,6817.0,1.0,5.0,16.0,1.0,36.0,8.5,1.0
1700000,2018-09-10,03:42:02,52.0633065,113.3555963,10160.0,3.0,1.0,5.0,2.0,44.0,6.0,1.0
1850000,2018-09-10,03:42:41,51.8361412,107.5935756,9579.0,3.0,1.0,5.0,2.0,43.0,6.0,1.0
1550000,2018-09-10,03:43:32,53.3582109,83.7780349,6817.0,3.0,3.0,4.0,1.0,36.0,6.0,1.0
3050000,2018-09-10,03:45:36,56.8476074,60.5610183,6171.0,1.0,12.0,16.0,1.0,40.0,10.0,1.0
5899000,2018-09-10,03:46:00,55.8689679,37.5672605,3.0,1.0,1.0,9.0,2.0,45.0,6.0,1.0
1350000,2018-09-10,03:47:04,57.6341717,39.840733,2604.0,3.0,2.0,2.0,2.0,48.0,9.0,1.0
1700000,2018-09-10,03:47:18,56.263893,90.48817,3870.0,1.0,3.0,5.0,2.0,45.0,4.6,1.0
1900000,2018-09-10,03:47:59,52.0043195,85.8941403,6309.0,4.0,5.0,5.0,2.0,50.0,8.0,1.0
2200000,2018-09-10,03:48:38,54.935074,82.884156,9654.0,3.0,3.0,5.0,1.0,42.0,14.2,1.0
13800000,2018-09-10,03:50:08,43.0276417,44.6813851,13919.0,3.0,5.0,5.0,5.0,240.0,20.0,1.0
2700000,2018-09-10,03:50:58,54.8041306,83.1041938,9654.0,1.0,2.0,9.0,3.0,71.3,8.7,1.0
5100000,2018-09-10,03:51:18,54.9194655,82.9793528,9654.0,3.0,9.0,9.0,3.0,104.6,16.9,1.0
2900000,2018-09-10,03:52:41,55.003078,83.0133188,9654.0,1.0,2.0,5.0,3.0,57.4,6.8,1.0
2890000,2018-09-10,03:54:12,55.05087,82.917786,9654.0,3.0,3.0,6.0,1.0,35.0,7.0,1.0
6999000,2018-09-10,03:54:14,55.01786,82.946085,9654.0,3.0,9.0,12.0,2.0,64.1,11.3,1.0
2100000,2018-09-10,03:54:16,55.025593,82.97841,9654.0,3.0,1.0,5.0,2.0,41.0,7.3,1.0
3780000,2018-09-10,03:54:33,55.074814,82.94699,9654.0,3.0,1.0,5.0,2.0,58.0,8.5,1.0
2049000,2018-09-10,03:59:50,54.9471407,82.9585961,9654.0,1.0,2.0,10.0,3.0,95.0,13.0,11.0
2300000,2018-09-10,03:59:50,55.051895,82.92226,9654.0,1.0,1.0,9.0,1.0,32.0,6.0,1.0
4050000,2018-09-10,03:59:51,55.002518,83.011314,9654.0,3.0,1.0,10.0,3.0,70.3,11.3,1.0
4800000,2018-09-10,03:59:51,55.0271747,82.9725397,9654.0,1.0,7.0,10.0,3.0,90.9,9.0,1.0
2450000,2018-09-10,03:59:52,54.946627,82.969523,9654.0,1.0,6.0,10.0,3.0,87.39,12.92,1.0
1030000,2018-09-10,03:59:53,54.94772,82.975426,9654.0,1.0,2.0,10.0,1.0,39.02,2.75,11.0
1560000,2018-09-10,03:59:53,55.03166,83.02391,9654.0,1.0,1.0,10.0,1.0,42.7,11.0,1.0
1700000,2018-09-10,03:59:54,54.9462196,82.9737747,9654.0,1.0,10.0,18.0,2.0,56.14,7.0,11.0
3400000,2018-09-10,03:59:54,55.0208047,82.9642064,9654.0,1.0,8.0,10.0,3.0,67.0,10.0,1.0
1700000,2018-09-10,04:00:00,54.945536,82.966612,9654.0,1.0,10.0,10.0,2.0,58.0,8.0,11.0
2050000,2018-09-10,04:00:01,54.9403741,82.9587321,9654.0,1.0,14.0,18.0,1.0,38.58,7.16,11.0
1240000,2018-09-10,04:00:01,54.9471407,82.9585961,9654.0,1.0,7.0,10.0,1.0,41.36,10.88,11.0
1241700,2018-09-10,04:00:02,54.9457305,82.9618646,9654.0,1.0,16.0,18.0,1.0,41.39,10.88,11.0
4100000,2018-09-10,04:00:02,55.0447918,82.9039624,9654.0,1.0,8.0,9.0,2.0,46.0,7.0,1.0
1750000,2018-09-10,04:00:03,55.0128684,82.9999987,9654.0,1.0,9.0,10.0,1.0,58.03,17.0,1.0
2550000,2018-09-10,04:00:04,55.012935,83.0045233,9654.0,1.0,7.0,10.0,3.0,87.39,12.9,1.0
899000,2018-09-10,04:00:05,55.659637,84.36766,9654.0,3.0,1.0,2.0,1.0,35.1,7.0,1.0
1240800,2018-09-10,04:00:05,54.94702,82.972235,9654.0,1.0,10.0,10.0,1.0,41.36,10.88,11.0
1050000,2018-09-10,04:00:06,54.947755,82.971634,9654.0,1.0,5.0,10.0,1.0,32.47,5.0,1.0
1316000,2018-09-10,04:00:06,55.0303931,83.0155452,9654.0,1.0,9.0,10.0,1.0,58.75,5.0,11.0
4200000,2018-09-10,04:00:07,55.0745585,82.9510597,9654.0,3.0,5.0,5.0,3.0,90.0,13.9,1.0
3550000,2018-09-10,04:00:08,55.073967,82.94966,9654.0,3.0,5.0,5.0,3.0,74.0,7.4,1.0
5500000,2018-09-10,04:00:09,55.054619,82.904278,9654.0,3.0,23.0,25.0,2.0,83.67,12.0,11.0
2500000,2018-09-10,04:00:09,54.9932089,82.9691129,9654.0,0.0,1.0,17.0,1.0,30.0,3.0,1.0
1900000,2018-09-10,04:00:11,55.017756,83.003578,9654.0,1.0,1.0,10.0,3.0,59.0,8.0,11.0
1850000,2018-09-10,04:00:11,55.0144633,83.0020738,9654.0,1.0,1.0,10.0,2.0,63.0,5.0,11.0
2000000,2018-09-10,04:00:12,55.017756,83.003578,9654.0,1.0,1.0,10.0,3.0,59.0,8.0,11.0
1134091,2018-09-10,04:00:12,55.0303931,83.0155452,9654.0,1.0,7.0,10.0,1.0,41.36,10.88,11.0
1700000,2018-09-10,04:00:13,55.0128402,83.0018862,9654.0,1.0,10.0,10.0,2.0,63.0,5.0,11.0
2100000,2018-09-10,04:00:13,55.013916,83.00329,9654.0,1.0,1.0,10.0,3.0,87.0,13.0,11.0
1950000,2018-09-10,04:00:20,54.9312505,82.9174675,9654.0,1.0,1.0,5.0,2.0,43.9,5.8,1.0
1700000,2018-09-10,04:01:40,56.1115895,92.9253713,3870.0,2.0,15.0,17.0,1.0,37.0,17.5,1.0
1700000,2018-09-10,04:03:44,55.313301,86.082284,2860.0,3.0,1.0,5.0,1.0,39.0,12.0,1.0
889000,2018-09-10,04:03:46,55.0303931,83.0155452,9654.0,1.0,10.0,10.0,1.0,33.58,2.0,11.0
4420000,2018-09-10,04:03:47,55.046832,82.910306,9654.0,3.0,3.0,9.0,2.0,55.0,7.0,1.0
1010000,2018-09-10,04:03:53,54.946644,82.96875,9654.0,1.0,10.0,10.0,1.0,33.58,5.0,1.0
1200000,2018-09-10,04:03:53,54.946224,82.968031,9654.0,1.0,5.0,10.0,1.0,33.6,5.0,1.0
1550000,2018-09-10,04:03:54,55.18961,83.13933,9654.0,4.0,1.0,3.0,2.0,44.7,8.3,1.0
983000,2018-09-10,04:03:54,55.013916,83.00329,9654.0,1.0,10.0,10.0,1.0,39.35,4.0,11.0
906660,2018-09-10,04:03:55,55.0303931,83.0155452,9654.0,1.0,8.0,10.0,1.0,33.58,5.0,11.0
4680000,2018-09-10,04:04:27,52.0699141,113.4824974,10160.0,3.0,11.0,16.0,3.0,90.0,27.7,1.0
3100000,2018-09-10,04:05:37,55.0209,83.009731,9654.0,1.0,10.0,10.0,2.0,59.0,19.0,1.0
1770600,2018-09-10,04:05:59,54.944528,82.973987,9654.0,1.0,4.0,10.0,3.0,59.0,8.5,1.0
3500000,2018-09-10,04:06:00,55.072536,82.9363,9654.0,3.0,15.0,25.0,1.0,49.0,12.0,1.0
750000,2018-09-10,04:06:01,54.9609396,82.9674832,9654.0,3.0,3.0,3.0,1.0,17.0,1.0,1.0
1150000,2018-09-10,04:06:01,54.9471407,82.9585961,9654.0,1.0,8.0,10.0,1.0,33.0,2.0,1.0
2000000,2018-09-10,04:06:02,55.018133,83.008033,9654.0,1.0,4.0,10.0,1.0,33.5,5.0,1.0
2950000,2018-09-10,04:06:22,54.989114,82.810485,9654.0,1.0,1.0,9.0,3.0,71.0,17.2,1.0
2200000,2018-09-10,04:06:23,55.0169091,83.0067324,9654.0,1.0,11.0,18.0,2.0,55.0,4.0,1.0
1451000,2018-09-10,04:06:24,55.0303931,83.0155452,9654.0,1.0,6.0,10.0,3.0,59.02,8.0,11.0
1949000,2018-09-10,04:06:24,55.0303931,83.0155452,9654.0,1.0,6.0,10.0,3.0,87.39,12.92,11.0
1200000,2018-09-10,04:06:25,54.9414228,82.9629118,9654.0,1.0,1.0,10.0,1.0,41.36,10.88,11.0
1003000,2018-09-10,04:06:25,55.013916,83.00329,9654.0,1.0,6.0,10.0,1.0,39.35,4.39,11.0
1320000,2018-09-10,04:06:27,55.020007,83.007638,9654.0,1.0,1.0,10.0,1.0,34.0,5.0,1.0
870000,2018-09-10,04:06:27,54.944735,82.959884,9654.0,1.0,7.0,10.0,1.0,32.47,5.0,11.0
1072000,2018-09-10,04:06:28,54.942858,82.963881,9654.0,1.0,6.0,10.0,1.0,32.47,5.0,11.0
1141000,2018-09-10,04:06:28,55.013916,83.00329,9654.0,1.0,5.0,10.0,1.0,41.6,10.54,11.0
1770000,2018-09-10,04:06:29,54.946948,82.970115,9654.0,1.0,10.0,10.0,3.0,58.0,8.0,11.0
890000,2018-09-10,04:06:29,55.0303931,83.0155452,9654.0,1.0,1.0,10.0,1.0,33.58,5.0,11.0
1650000,2018-09-10,04:06:34,55.017756,83.003578,9654.0,1.0,1.0,10.0,1.0,48.94,13.0,11.0
1502000,2018-09-10,04:06:34,55.0303931,83.0155452,9654.0,1.0,2.0,10.0,2.0,63.13,12.05,11.0
1150000,2018-09-10,04:06:35,54.94361,82.962845,9654.0,1.0,8.0,10.0,1.0,33.58,5.0,11.0
1922580,2018-09-10,04:06:36,54.9471407,82.9585961,9654.0,1.0,6.0,10.0,3.0,87.39,13.0,11.0
4300000,2018-09-10,04:06:37,54.991749,82.874355,9654.0,3.0,3.0,5.0,2.0,79.0,33.0,1.0
3000000,2018-09-10,04:09:30,55.65525,37.231377,81.0,2.0,15.0,15.0,1.0,34.0,10.0,1.0
2500000,2018-09-10,04:09:42,56.365696,43.82025,2871.0,1.0,6.0,9.0,3.0,60.0,9.0,1.0
10800000,2018-09-10,04:11:07,55.639014,37.678334,3.0,1.0,14.0,17.0,3.0,77.0,10.0,1.0
3399000,2018-09-10,04:14:01,55.1088944,82.9305982,9654.0,1.0,8.0,9.0,2.0,57.0,9.34,11.0
1301804,2018-09-10,04:25:02,55.0303931,83.0155452,9654.0,1.0,2.0,10.0,1.0,48.94,13.78,11.0
3750000,2018-09-10,04:26:17,52.079465,113.485392,10160.0,1.0,10.0,10.0,3.0,70.0,9.0,1.0
2900000,2018-09-10,04:30:12,55.046584,82.942277,9654.0,1.0,9.0,10.0,1.0,34.1,8.7,1.0
3470000,2018-09-10,04:30:41,56.223286,43.9519601,2871.0,1.0,9.0,10.0,2.0,48.0,8.3,1.0
3200000,2018-09-10,04:31:45,44.6430031,39.1612623,2843.0,2.0,3.0,4.0,2.0,56.0,14.0,11.0
1580000,2018-09-10,04:32:59,54.6397722,83.2976393,9654.0,1.0,5.0,5.0,2.0,45.0,6.0,1.0
2050000,2018-09-10,04:33:38,55.038728,83.009893,9654.0,1.0,1.0,5.0,2.0,43.2,6.4,1.0
4050000,2018-09-10,04:33:39,55.031654,83.010728,9654.0,1.0,6.0,10.0,4.0,80.0,9.0,1.0
1350000,2018-09-10,04:33:39,54.944443,82.9584,9654.0,1.0,8.0,10.0,1.0,59.02,8.51,11.0
1162210,2018-09-10,04:33:40,55.0303931,83.0155452,9654.0,1.0,6.0,10.0,1.0,41.36,11.0,11.0
1650000,2018-09-10,04:33:40,55.017756,83.003578,9654.0,1.0,1.0,10.0,1.0,48.94,14.0,11.0
1730000,2018-09-10,04:33:41,55.014108,83.0016615,9654.0,1.0,1.0,10.0,1.0,48.02,14.0,1.0
1162162,2018-09-10,04:33:41,55.0303931,83.0155452,9654.0,1.0,9.0,10.0,1.0,41.36,10.88,11.0
995000,2018-09-10,04:33:43,55.0303931,83.0155452,9654.0,1.0,9.0,10.0,1.0,39.02,5.0,11.0
1440000,2018-09-10,04:33:44,55.121662,82.91106,9654.0,3.0,1.0,1.0,2.0,47.0,12.0,1.0
2700000,2018-09-10,04:33:44,55.001705,83.00559,9654.0,0.0,2.0,27.0,1.0,51.0,14.0,1.0
1250000,2018-09-10,04:33:46,54.9709053,82.8360822,9654.0,2.0,10.0,17.0,1.0,27.59,4.0,11.0
1500000,2018-09-10,04:33:51,54.945236,82.961357,9654.0,1.0,9.0,10.0,3.0,59.02,8.51,11.0
9184935,2018-09-10,04:33:51,54.996346,82.957146,9654.0,0.0,12.0,18.0,3.0,116.27,18.01,1.0
1700000,2018-09-10,04:33:52,55.017756,83.003578,9654.0,1.0,1.0,10.0,1.0,48.0,14.0,11.0
1850000,2018-09-10,04:34:10,55.3084356,82.7414815,9654.0,3.0,1.0,3.0,2.0,72.32,12.45,1.0
1650000,2018-09-10,04:34:10,54.94772,82.975426,9654.0,1.0,7.0,10.0,3.0,59.0,8.0,11.0
2050000,2018-09-10,04:34:11,55.017756,83.003578,9654.0,1.0,9.0,10.0,2.0,64.0,12.0,11.0
1800000,2018-09-10,04:34:12,55.0182449,83.0058781,9654.0,1.0,3.0,10.0,1.0,43.39,11.0,11.0
1500000,2018-09-10,04:34:12,55.0303931,83.0155452,9654.0,1.0,7.0,10.0,2.0,63.4,14.0,1.0
1170000,2018-09-10,04:34:14,54.945857,82.967924,9654.0,1.0,5.0,10.0,1.0,39.02,4.39,1.0
1150000,2018-09-10,04:34:14,54.9412979,82.9616935,9654.0,1.0,4.0,10.0,1.0,39.35,5.0,11.0
4000000,2018-09-10,04:35:00,55.043505,82.973799,9654.0,1.0,3.0,9.0,5.0,89.5,7.0,1.0
924100,2018-09-10,04:35:24,54.944957,82.96274,9654.0,1.0,10.0,10.0,1.0,32.47,5.0,11.0
2036000,2018-09-10,04:35:24,55.0139939,83.0033194,9654.0,1.0,5.0,10.0,3.0,87.39,12.92,11.0
963000,2018-09-10,04:35:25,54.9471407,82.9585961,9654.0,1.0,1.0,10.0,1.0,32.12,4.0,11.0
2100000,2018-09-10,04:35:25,55.018133,83.008033,9654.0,1.0,6.0,10.0,1.0,42.0,11.0,1.0
1451892000,2018-09-10,04:35:26,55.0139939,83.0033194,9654.0,1.0,9.0,10.0,3.0,59.02,45.5,11.0
1948794,2018-09-10,04:35:26,55.0303931,83.0155452,9654.0,1.0,6.0,10.0,3.0,87.39,12.92,11.0
1500000,2018-09-10,04:35:27,55.0303931,83.0155452,9654.0,1.0,9.0,10.0,2.0,63.85,5.0,11.0
906000,2018-09-10,04:35:27,55.0303931,83.0155452,9654.0,1.0,7.0,10.0,1.0,33.58,2.0,11.0
1700000,2018-09-10,04:35:28,54.945536,82.966612,9654.0,1.0,10.0,10.0,2.0,58.0,8.0,11.0
6000000,2018-09-10,04:35:29,55.028458,82.9744172,9654.0,3.0,6.0,10.0,4.0,85.0,9.0,1.0
1280000,2018-09-10,04:35:30,54.945609,82.96027,9654.0,1.0,10.0,10.0,1.0,48.94,13.78,11.0
1580000,2018-09-10,04:35:30,54.9462196,82.9737747,9654.0,1.0,5.0,18.0,2.0,56.0,7.0,11.0
1250000,2018-09-10,04:35:31,55.0144633,83.0020738,9654.0,1.0,3.0,10.0,1.0,33.0,5.0,1.0
1287000,2018-09-10,04:35:31,55.0303931,83.0155452,9654.0,1.0,10.0,10.0,1.0,48.94,14.0,11.0
1650000,2018-09-10,04:35:33,54.947372,82.972307,9654.0,1.0,5.0,10.0,2.0,64.0,12.0,11.0
1080000,2018-09-10,04:35:52,55.0303931,83.0155452,9654.0,1.0,4.0,10.0,1.0,39.35,3.0,11.0
5000000,2018-09-10,04:35:55,55.4542012,37.7465842,81.0,1.0,5.0,5.0,3.0,62.0,6.0,1.0
2002500,2018-09-10,04:36:06,43.4845464,43.60713,9648.0,2.0,5.0,10.0,3.0,80.1,35.7,11.0
1557500,2018-09-10,04:36:09,43.4845464,43.60713,9648.0,2.0,3.0,10.0,2.0,62.3,12.0,11.0
8600000,2018-09-10,04:36:24,55.054855,82.91155,9654.0,3.0,9.0,10.0,4.0,120.0,30.0,1.0
1720600,2018-09-10,04:36:24,54.9471407,82.9585961,9654.0,1.0,1.0,10.0,2.0,58.75,8.35,1.0
989000,2018-09-10,04:36:25,55.037327,82.95439,9654.0,3.0,8.0,17.0,1.0,26.59,4.0,1.0
1392000,2018-09-10,04:36:25,55.0567589,83.0022393,9654.0,1.0,10.0,10.0,3.0,59.02,8.0,11.0
5150000,2018-09-10,04:36:26,54.853447,83.039116,9654.0,0.0,2.0,17.0,3.0,74.37,11.91,1.0
1450000,2018-09-10,04:36:27,54.9944923,82.6986158,9654.0,0.0,10.0,15.0,1.0,33.4,4.1,11.0
1455000,2018-09-10,04:36:27,55.0303931,83.0155452,9654.0,1.0,6.0,10.0,2.0,63.85,12.0,11.0
3400000,2018-09-10,04:36:28,55.0714,82.966385,9654.0,3.0,4.0,5.0,3.0,75.0,9.0,1.0
1300000,2018-09-10,04:36:28,55.017756,83.003578,9654.0,1.0,7.0,10.0,1.0,33.58,5.0,11.0
1311000,2018-09-10,04:36:29,55.0303931,83.0155452,9654.0,1.0,3.0,10.0,1.0,48.94,14.0,11.0
974100,2018-09-10,04:36:29,54.944735,82.959884,9654.0,1.0,4.0,10.0,1.0,32.47,5.0,11.0
1500475,2018-09-10,04:36:30,55.0303931,83.0155452,9654.0,1.0,9.0,10.0,2.0,63.85,12.05,11.0
889000,2018-09-10,04:36:31,55.0303931,83.0155452,9654.0,1.0,1.0,10.0,1.0,33.58,5.0,11.0
1100000,2018-09-10,04:36:31,55.028191,82.9211489,9654.0,1.0,3.0,10.0,1.0,33.0,5.0,1.0
1150000,2018-09-10,04:36:32,54.944926,82.973996,9654.0,1.0,2.0,10.0,1.0,39.02,5.0,11.0
1142000,2018-09-10,04:36:32,55.0303931,83.0155452,9654.0,1.0,2.0,10.0,1.0,48.02,14.0,11.0
1301800,2018-09-10,04:36:33,55.0303931,83.0155452,9654.0,1.0,6.0,9.0,1.0,48.9,13.7,11.0
1555000,2018-09-10,04:36:34,54.950898,82.964348,9654.0,1.0,13.0,18.0,2.0,56.14,7.0,11.0
2100000,2018-09-10,04:36:34,55.0144633,83.0020738,9654.0,1.0,9.0,10.0,2.0,58.03,9.0,1.0
2520000,2018-09-10,04:36:35,55.002527,83.024634,9654.0,1.0,4.0,10.0,2.0,42.5,9.0,1.0
1320000,2018-09-10,04:36:35,55.032105,83.0254217,9654.0,1.0,1.0,10.0,1.0,32.6,5.0,1.0
1287120,2018-09-10,04:36:36,55.0303931,83.0155452,9654.0,1.0,10.0,10.0,1.0,48.94,13.78,11.0
