price,date,time,geo_lat,geo_lon,region,building_type,level,levels,rooms,area,kitchen_area,object_type
1600000,2018-09-08,16:33:57,44.9961648,41.9151557,2900.0,3.0,2.0,16.0,1.0,41.0,8.0,1.0
2050000,2018-09-08,16:34:06,55.773282,38.4481745,81.0,3.0,5.0,5.0,2.0,45.0,6.0,1.0
3500000,2018-09-08,16:34:16,55.6577897,37.1980432,81.0,1.0,7.0,17.0,1.0,33.8,11.5,1.0
7506975,2018-09-08,16:34:40,59.9750334,30.4151596,2661.0,2.0,2.0,25.0,3.0,83.0,14.1,11.0
1185000,2018-09-08,16:34:43,59.8621176,30.1929403,2661.0,1.0,4.0,18.0,1.0,36.0,10.0,1.0
2500000,2018-09-08,16:34:49,55.509377,36.69228,81.0,1.0,4.0,5.0,2.0,42.0,6.0,1.0
4000000,2018-09-08,16:34:55,43.4800094,39.9719929,2843.0,1.0,5.0,5.0,-1.0,33.0,7.0,1.0
2550000,2018-09-08,16:35:27,55.1795217,61.3448289,5282.0,2.0,5.0,16.0,1.0,49.0,9.0,1.0
1000000,2018-09-08,16:35:34,53.6032597,87.3357419,2860.0,3.0,2.0,5.0,2.0,46.0,10.0,1.0
1830000,2018-09-08,16:35:43,46.7006635,38.2735559,2843.0,2.0,3.0,3.0,2.0,55.0,10.0,1.0
15000000,2018-09-08,16:35:53,55.7540471,37.620405,3.0,1.0,16.0,22.0,2.0,59.0,10.0,1.0
1290000,2018-09-08,16:36:35,55.378299,39.041195,81.0,3.0,5.0,5.0,1.0,33.0,7.0,1.0
7100000,2018-09-08,16:36:37,55.610041,38.073764,81.0,3.0,9.0,12.0,3.0,92.0,11.0,1.0
6100000,2018-09-08,16:36:49,59.9334041,30.3761941,2661.0,3.0,2.0,5.0,1.0,45.3,7.5,1.0
2650000,2018-09-08,16:37:05,56.1352705,37.9260281,81.0,1.0,3.0,5.0,2.0,47.7,7.4,1.0
2560000,2018-09-08,16:37:07,55.743818,49.2079244,2922.0,1.0,4.0,10.0,1.0,38.2,6.4,1.0
2890000,2018-09-08,16:37:26,53.2221079,50.1690107,3106.0,2.0,7.0,24.0,1.0,42.2,14.0,1.0
2065000,2018-09-08,16:37:55,48.301926,40.297597,3230.0,3.0,6.0,9.0,3.0,60.0,7.9,1.0
4900000,2018-09-08,16:38:10,55.665176,37.293938,81.0,1.0,7.0,9.0,2.0,45.0,6.0,1.0
6000000,2018-09-08,16:38:11,55.972735,37.9363755,81.0,3.0,16.0,19.0,2.0,68.0,15.0,1.0
2700000,2018-09-08,16:38:12,61.703367,30.6916998,8090.0,1.0,1.0,1.0,4.0,75.0,9.0,1.0
2400000,2018-09-08,16:38:28,59.8085708,30.3807052,2661.0,2.0,10.0,23.0,-1.0,24.0,4.0,11.0
4200000,2018-09-08,16:38:44,55.7771901,38.6589498,81.0,1.0,5.0,9.0,3.0,56.0,9.0,1.0
1100000,2018-09-08,16:38:53,57.9260455,60.1152131,6171.0,1.0,3.0,5.0,1.0,30.0,6.0,1.0
3300000,2018-09-08,16:39:06,57.1814485,39.4037426,2604.0,3.0,4.0,4.0,3.0,77.7,10.0,1.0
1350000,2018-09-08,16:39:08,56.3565458,44.0646481,2871.0,3.0,5.0,5.0,1.0,33.0,6.0,1.0
2600000,2018-09-08,16:39:20,55.387126,39.000565,81.0,1.0,4.0,5.0,3.0,73.0,10.0,1.0
900000,2018-09-08,16:39:35,59.9391313,30.3159004,2661.0,3.0,1.0,2.0,2.0,49.0,12.0,1.0
4800000,2018-09-08,16:40:02,55.781608,37.8378641,3.0,1.0,6.0,9.0,1.0,34.5,8.9,1.0
2200000,2018-09-08,16:40:06,44.723521,37.768696,2843.0,1.0,1.0,9.0,2.0,43.4,10.0,1.0
1450000,2018-09-08,16:40:08,45.038012,41.974716,2900.0,3.0,1.0,2.0,2.0,44.0,8.0,1.0
32800000,2018-09-08,16:40:22,55.8066841,37.5429106,3.0,2.0,12.0,32.0,3.0,127.3,30.0,1.0
10000000,2018-09-08,16:40:23,55.6846023,37.6927696,3.0,3.0,1.0,12.0,3.0,72.0,8.0,1.0
3400000,2018-09-08,16:40:50,54.8503009,38.1726243,81.0,1.0,3.0,5.0,3.0,72.0,13.0,1.0
3750000,2018-09-08,16:40:58,53.3441435,83.6540278,6817.0,2.0,4.0,10.0,3.0,80.0,9.0,1.0
1000000,2018-09-08,16:41:02,56.500547,43.602436,2871.0,3.0,1.0,5.0,1.0,30.0,6.0,1.0
850000,2018-09-08,16:42:16,53.409133,49.527382,3106.0,1.0,9.0,9.0,1.0,34.0,9.0,1.0
3300000,2018-09-08,16:42:42,56.34681,43.93668,2871.0,3.0,5.0,14.0,1.0,43.3,13.0,1.0
4550000,2018-09-08,16:42:49,60.0569071,30.4671243,3446.0,1.0,20.0,20.0,2.0,57.0,10.0,1.0
5390000,2018-09-08,16:43:27,59.8617754,30.4524535,2661.0,2.0,3.0,16.0,1.0,49.0,16.7,11.0
10450000,2018-09-08,16:43:28,55.8921885,37.5632675,3.0,1.0,2.0,16.0,3.0,74.0,10.0,1.0
8500000,2018-09-08,16:44:28,55.6598291,37.6159867,3.0,4.0,14.0,14.0,2.0,54.0,8.5,1.0
2100000,2018-09-08,16:44:40,45.041508,38.929795,2843.0,0.0,1.0,4.0,1.0,34.0,7.0,1.0
1450000,2018-09-08,16:44:42,51.9950782,84.9889903,6817.0,3.0,4.0,5.0,2.0,40.7,6.0,1.0
3000000,2018-09-08,16:45:01,47.250805,39.725395,3230.0,3.0,4.0,14.0,2.0,53.0,12.0,1.0
3300000,2018-09-08,16:45:32,56.1519462,47.1942133,3019.0,3.0,7.0,8.0,1.0,50.0,15.0,1.0
1400000,2018-09-08,16:45:34,44.650767,39.176922,2843.0,3.0,4.0,4.0,1.0,32.0,9.0,1.0
1100000,2018-09-08,16:45:36,59.43902,29.471748,3446.0,3.0,2.0,2.0,1.0,34.0,6.0,1.0
2800000,2018-09-08,16:46:27,45.059351,38.951193,2843.0,2.0,4.0,11.0,1.0,40.1,11.5,1.0
2120000,2018-09-08,16:46:37,55.8500804,38.432268,81.0,3.0,6.0,14.0,1.0,38.0,7.0,1.0
1200000,2018-09-08,16:46:39,56.82103,61.32202,6171.0,4.0,1.0,3.0,1.0,28.0,7.0,1.0
4200000,2018-09-08,16:47:37,56.0401369,37.906023,81.0,3.0,12.0,16.0,2.0,63.0,11.0,1.0
1800000,2018-09-08,16:47:46,53.3490791,83.7688888,6817.0,3.0,5.0,5.0,2.0,43.1,6.0,1.0
1400000,2018-09-08,16:48:06,55.7195577,38.9548974,81.0,3.0,1.0,5.0,2.0,41.3,6.0,1.0
400000,2018-09-08,16:48:20,46.582113,39.364757,2843.0,4.0,1.0,13.0,2.0,39.4,7.6,1.0
1100000,2018-09-08,16:48:21,53.3580087,58.9564864,5282.0,4.0,1.0,5.0,1.0,33.0,8.0,1.0
2900000,2018-09-08,16:48:35,53.7189651,91.4149358,2359.0,3.0,6.0,10.0,3.0,67.0,10.0,1.0
1450000,2018-09-08,16:48:37,56.265302,43.871419,2871.0,3.0,1.0,5.0,1.0,32.0,5.5,1.0
3000000,2018-09-08,16:48:38,56.258728,43.874266,2871.0,1.0,1.0,5.0,4.0,63.0,5.5,1.0
3200000,2018-09-08,16:48:40,54.765675,56.020899,2722.0,3.0,2.0,5.0,2.0,42.5,6.0,1.0
6100000,2018-09-08,16:48:49,55.909877,37.405453,81.0,2.0,5.0,25.0,2.0,60.0,15.0,1.0
2300000,2018-09-08,16:48:58,54.196894,45.242284,5241.0,1.0,3.0,6.0,2.0,51.0,6.0,1.0
4950000,2018-09-08,16:49:01,55.68313,37.286102,81.0,1.0,7.0,9.0,2.0,46.0,6.5,1.0
13990000,2018-09-08,16:49:01,55.8312366,37.4570035,3.0,1.0,12.0,12.0,3.0,78.0,8.0,1.0
4900000,2018-09-08,16:49:06,56.3290391,38.1559104,81.0,1.0,11.0,14.0,3.0,74.4,11.0,1.0
6200000,2018-09-08,16:49:06,55.9321187,37.5496539,3.0,1.0,24.0,24.0,1.0,39.8,9.0,1.0
7100000,2018-09-08,16:49:08,55.7414892,37.8810832,81.0,1.0,3.0,16.0,2.0,57.3,9.0,1.0
2040000,2018-09-08,16:49:27,47.1263208,39.7789609,3230.0,1.0,1.0,5.0,3.0,62.0,8.0,1.0
8080000,2018-09-08,16:49:32,55.7979419,49.1795501,2922.0,3.0,10.0,10.0,3.0,88.0,15.0,11.0
4050000,2018-09-08,16:49:33,55.8180121,49.1394321,2922.0,2.0,7.0,22.0,1.0,47.0,16.0,11.0
2670000,2018-09-08,16:49:34,55.7804594,49.1963664,2922.0,2.0,11.0,12.0,1.0,39.0,9.0,11.0
3143000,2018-09-08,16:49:35,55.7246915,49.172886,2922.0,2.0,13.0,25.0,2.0,53.0,10.0,11.0
2200000,2018-09-08,16:49:36,55.7252069,49.1739006,2922.0,2.0,23.0,25.0,1.0,35.0,15.0,11.0
2340600,2018-09-08,16:49:37,55.7246915,49.172886,2922.0,2.0,15.0,23.0,1.0,38.0,13.0,11.0
2280000,2018-09-08,16:49:37,55.7246915,49.172886,2922.0,2.0,19.0,23.0,1.0,38.0,13.0,11.0
3142000,2018-09-08,16:49:38,55.7246915,49.172886,2922.0,2.0,5.0,25.0,2.0,53.0,10.0,11.0
3153000,2018-09-08,16:49:39,55.7246915,49.172886,2922.0,2.0,8.0,25.0,2.0,53.0,10.0,11.0
2340000,2018-09-08,16:49:39,55.7246915,49.172886,2922.0,2.0,14.0,23.0,1.0,38.0,13.0,11.0
3150000,2018-09-08,16:49:40,55.7246915,49.172886,2922.0,2.0,9.0,25.0,2.0,53.0,10.0,11.0
15500000,2018-09-08,16:49:40,55.73344,37.427094,3.0,2.0,14.0,23.0,-1.0,59.0,11.0,1.0
5000000,2018-09-08,16:49:55,60.05734,30.316568,2661.0,1.0,4.0,9.0,3.0,61.1,6.4,1.0
2850000,2018-09-08,16:50:43,56.8596742,60.6530626,6171.0,1.0,1.0,5.0,2.0,45.0,30.0,1.0
1681550,2018-09-08,16:51:33,56.300809,43.9836306,2871.0,0.0,11.0,14.0,1.0,19.9,6.2,11.0
1680000,2018-09-08,16:51:45,55.8396145,38.1921312,81.0,4.0,2.0,5.0,1.0,28.0,6.0,1.0
3900000,2018-09-08,16:52:04,55.7927057,37.8842128,81.0,2.0,12.0,25.0,1.0,42.3,10.2,1.0
1260000,2018-09-08,16:52:07,53.3940862,58.9624465,5282.0,4.0,2.0,5.0,2.0,44.0,6.2,1.0
3000000,2018-09-08,16:52:40,47.260785,39.652454,3230.0,1.0,8.0,10.0,3.0,64.0,10.0,1.0
2250000,2018-09-08,16:52:50,63.5718071,53.6824536,4417.0,1.0,1.0,9.0,2.0,50.0,9.0,1.0
2400000,2018-09-08,16:53:15,55.365581,39.066501,81.0,1.0,1.0,9.0,3.0,57.0,7.0,1.0
2250000,2018-09-08,16:54:13,56.8632521,60.6537078,6171.0,3.0,4.0,5.0,1.0,30.2,5.7,1.0
1120000,2018-09-08,16:55:03,55.1171977,61.6148571,5282.0,3.0,3.0,3.0,1.0,31.0,9.0,1.0
6690000,2018-09-08,16:55:39,55.6445845,37.7340984,3.0,1.0,5.0,14.0,1.0,39.0,9.0,1.0
2584170,2018-09-08,16:56:02,59.9693566,30.4185081,2661.0,2.0,2.0,16.0,1.0,35.2,8.2,11.0
6300000,2018-09-08,16:56:17,55.66379,37.866478,81.0,1.0,5.0,5.0,3.0,60.0,6.0,1.0
8300000,2018-09-08,16:56:24,56.321401,43.9882,2871.0,3.0,15.0,17.0,3.0,100.0,14.5,1.0
2550000,2018-09-08,16:57:05,47.23123,39.617878,3230.0,1.0,6.0,10.0,2.0,53.0,9.0,1.0
2600000,2018-09-08,16:57:24,55.878836,49.0195235,2922.0,1.0,1.0,5.0,2.0,43.0,6.0,1.0
1850000,2018-09-08,16:57:57,45.0934205,39.0081265,2843.0,2.0,7.0,16.0,2.0,57.0,11.0,1.0
5665000,2018-09-08,16:58:07,59.8617754,30.4524535,2661.0,2.0,19.0,21.0,1.0,49.0,18.4,11.0
3250000,2018-09-08,16:59:04,56.17928,36.99469,81.0,1.0,5.0,5.0,3.0,60.0,7.0,1.0
1300000,2018-09-08,16:59:19,45.1111178,39.0254714,2843.0,3.0,5.0,6.0,1.0,44.0,12.0,1.0
1350000,2018-09-08,16:59:27,57.1854873,53.1593938,1010.0,1.0,1.0,2.0,3.0,56.0,9.0,1.0
2765000,2018-09-08,16:59:59,55.8672767,37.4675453,3.0,2.0,4.0,25.0,2.0,47.0,11.0,1.0
2650000,2018-09-08,17:00:21,44.690504,37.7901208,2843.0,2.0,7.0,14.0,1.0,45.8,13.6,11.0
2000000,2018-09-08,17:01:38,54.2063299,45.108215,5241.0,3.0,5.0,9.0,1.0,39.0,13.0,1.0
5500000,2018-09-08,17:01:43,55.5482635,37.7079911,81.0,1.0,8.0,9.0,4.0,63.0,6.0,1.0
5390000,2018-09-08,17:02:04,43.4044579,40.0027701,2843.0,2.0,5.0,12.0,2.0,75.0,18.0,11.0
2000000,2018-09-08,17:02:29,56.1081955,47.3333498,3019.0,3.0,13.0,16.0,1.0,41.0,10.0,1.0
1150000,2018-09-08,17:02:38,44.622673,41.947605,2900.0,1.0,1.0,5.0,1.0,32.8,7.3,1.0
5100000,2018-09-08,17:02:40,56.0044531,37.4530713,81.0,1.0,8.0,17.0,2.0,52.0,9.0,1.0
4737600,2018-09-08,17:02:41,44.9061977,37.3408948,2843.0,2.0,9.0,12.0,3.0,65.8,16.6,11.0
4300000,2018-09-08,17:03:56,56.329203,38.15384,81.0,1.0,14.0,14.0,3.0,76.1,12.0,1.0
2850000,2018-09-08,17:04:31,56.31902,36.755136,81.0,1.0,4.0,10.0,1.0,40.0,10.0,1.0
2200000,2018-09-08,17:04:32,45.064011,39.013375,2843.0,4.0,16.0,16.0,1.0,37.0,10.0,1.0
2600000,2018-09-08,17:04:47,56.180918,36.996828,81.0,1.0,5.0,5.0,2.0,46.0,6.5,1.0
2200000,2018-09-08,17:04:55,56.189304,36.975744,81.0,3.0,2.0,3.0,2.0,68.0,12.0,1.0
3900000,2018-09-08,17:05:02,55.8905457,37.4188882,81.0,1.0,3.0,5.0,1.0,30.0,6.0,1.0
7100000,2018-09-08,17:05:35,55.903777,37.393236,81.0,1.0,2.0,12.0,2.0,47.0,8.0,1.0
3199000,2018-09-08,17:06:05,55.7557533,49.2323714,2922.0,1.0,3.0,9.0,2.0,54.0,9.6,1.0
3300000,2018-09-08,17:06:22,44.559882,38.094883,2843.0,2.0,4.0,5.0,1.0,37.0,14.0,1.0
4850000,2018-09-08,17:06:23,56.3248015,38.1325907,81.0,3.0,4.0,10.0,3.0,65.0,8.0,1.0
4750000,2018-09-08,17:06:32,54.6985438,55.9821182,2722.0,3.0,9.0,9.0,2.0,60.0,9.0,1.0
2600000,2018-09-08,17:06:38,54.9291913,37.4652128,81.0,3.0,12.0,12.0,1.0,43.0,10.0,1.0
3350000,2018-09-08,17:06:40,56.8348886,60.6798265,6171.0,1.0,4.0,16.0,2.0,48.1,8.0,1.0
1950000,2018-09-08,17:07:12,44.7229897,37.758701,2843.0,1.0,7.0,9.0,1.0,38.8,9.0,1.0
2100000,2018-09-08,17:08:25,52.2676154,104.2083581,5368.0,1.0,3.0,10.0,1.0,42.2,12.2,1.0
21000000,2018-09-08,17:08:27,55.7043001,37.6666137,3.0,2.0,5.0,17.0,3.0,96.8,15.6,1.0
3157000,2018-09-08,17:08:47,55.8346332,37.2798879,81.0,2.0,12.0,24.0,1.0,35.7,7.2,1.0
2548242,2018-09-08,17:08:49,55.8337477,37.2782471,81.0,2.0,16.0,24.0,1.0,27.1,5.6,1.0
5340600,2018-09-08,17:08:55,43.4044579,40.0027701,2843.0,2.0,6.0,12.0,2.0,77.0,18.0,11.0
2800000,2018-09-08,17:09:14,56.364486,37.532484,81.0,1.0,2.0,5.0,2.0,43.0,6.0,1.0
37000000,2018-09-08,17:09:36,59.9512986,30.305703,2661.0,3.0,6.0,6.0,2.0,148.0,55.0,1.0
1100000,2018-09-08,17:10:11,48.1745021,40.7932149,3230.0,3.0,2.0,9.0,1.0,33.0,4.0,1.0
3500000,2018-09-08,17:10:11,56.0228825,37.8505674,81.0,3.0,10.0,14.0,1.0,36.0,8.0,1.0
3750000,2018-09-08,17:10:21,56.32332,38.139385,81.0,2.0,5.0,16.0,1.0,45.0,10.0,1.0
2448000,2018-09-08,17:10:55,45.055824,39.016007,2843.0,1.0,12.0,16.0,2.0,58.0,10.0,11.0
3970000,2018-09-08,17:11:42,59.91202,30.422443,2661.0,1.0,21.0,24.0,1.0,40.0,9.8,11.0
1100000,2018-09-08,17:12:04,47.5300132,42.2058331,3230.0,3.0,3.0,5.0,1.0,32.0,8.0,1.0
1500000,2018-09-08,17:12:18,55.5774514,39.5469383,81.0,3.0,4.0,5.0,1.0,32.4,6.0,1.0
8999000,2018-09-08,17:12:41,55.54429,37.486957,3.0,2.0,8.0,9.0,2.0,68.8,10.4,1.0
4650000,2018-09-08,17:13:41,59.8881348,30.412411,2661.0,3.0,2.0,20.0,2.0,51.6,12.1,11.0
3919707,2018-09-08,17:14:33,57.627161,39.84905,2604.0,2.0,11.0,13.0,1.0,41.1,11.5,11.0
3944000,2018-09-08,17:14:40,60.0368892,30.2261228,2661.0,1.0,2.0,20.0,2.0,58.0,14.8,11.0
4882500,2018-09-08,17:14:54,59.989517,30.364907,2661.0,2.0,3.0,17.0,2.0,63.5,14.5,11.0
6000000,2018-09-08,17:15:06,55.926091,37.760665,81.0,1.0,9.0,14.0,2.0,60.0,12.0,1.0
6500000,2018-09-08,17:15:34,55.8197761,37.7433823,3.0,1.0,1.0,5.0,2.0,41.6,8.1,1.0
2145000,2018-09-08,17:15:41,44.7235026,37.7686135,2843.0,2.0,7.0,21.0,1.0,37.3,15.0,11.0
4270000,2018-09-08,17:15:49,55.6543,37.27085,81.0,2.0,13.0,23.0,1.0,35.0,9.0,1.0
5500000,2018-09-08,17:17:53,59.7352606,30.6147056,2661.0,1.0,2.0,10.0,3.0,72.5,9.0,1.0
5750000,2018-09-08,17:18:05,59.986349,30.32239,2661.0,3.0,4.0,15.0,2.0,48.2,12.4,11.0
1540000,2018-09-08,17:18:37,55.7434619,52.3959165,2922.0,1.0,1.0,5.0,1.0,30.0,6.0,1.0
1700000,2018-09-08,17:18:42,58.0422152,38.8084693,2604.0,3.0,11.0,16.0,1.0,41.0,11.0,1.0
650000,2018-09-08,17:19:30,53.155782,48.474485,3106.0,3.0,1.0,5.0,1.0,23.0,15.0,1.0
2200000,2018-09-08,17:19:50,52.0262816,113.5250798,10160.0,3.0,9.0,9.0,1.0,40.0,10.0,1.0
2850000,2018-09-08,17:20:01,55.7540471,37.620405,3.0,2.0,5.0,27.0,2.0,56.0,12.0,1.0
3500000,2018-09-08,17:21:05,55.5495132,38.2728914,81.0,3.0,2.0,5.0,2.0,47.0,7.0,1.0
2800000,2018-09-08,17:21:33,55.6567875,51.8207065,2922.0,1.0,3.0,9.0,3.0,65.0,8.0,1.0
1550000,2018-09-08,17:21:39,55.7967839,38.9986888,81.0,1.0,2.0,5.0,2.0,44.0,6.0,1.0
1070000,2018-09-08,17:22:08,55.7326166,38.9534429,81.0,3.0,4.0,4.0,1.0,31.0,6.0,1.0
7300000,2018-09-08,17:22:49,55.8799429,37.4240752,81.0,1.0,7.0,9.0,3.0,68.0,9.0,1.0
1800000,2018-09-08,17:23:18,47.3049398,39.7369658,3230.0,3.0,4.0,5.0,1.0,30.0,7.0,1.0
4390000,2018-09-08,17:23:37,55.4183077,37.4838005,81.0,1.0,2.0,17.0,2.0,55.0,10.0,1.0
2900000,2018-09-08,17:23:42,47.2384338,39.757589,3230.0,3.0,5.0,10.0,1.0,37.5,9.0,1.0
900000,2018-09-08,17:23:59,44.0460656,43.0403156,2900.0,1.0,5.0,5.0,1.0,20.0,2.0,1.0
3950000,2018-09-08,17:24:23,59.9630759,30.4167329,2661.0,1.0,3.0,9.0,1.0,32.0,8.5,1.0
5100000,2018-09-08,17:24:48,59.8473353,30.2377345,2661.0,2.0,5.0,22.0,2.0,70.2,13.0,1.0
1550000,2018-09-08,17:24:51,55.8151421,38.9869822,81.0,1.0,1.0,5.0,1.0,31.0,6.0,1.0
8450000,2018-09-08,17:25:08,55.727364,37.356434,81.0,1.0,13.0,17.0,2.0,65.0,13.0,1.0
5900000,2018-09-08,17:25:23,55.5413031,37.0808278,81.0,2.0,3.0,10.0,2.0,70.9,17.4,1.0
3099000,2018-09-08,17:26:17,47.22845,39.599722,3230.0,1.0,4.0,19.0,3.0,59.0,20.0,1.0
2000000,2018-09-08,17:26:38,55.373327,37.534532,81.0,3.0,5.0,5.0,1.0,30.0,5.0,1.0
13000000,2018-09-08,17:26:59,42.9683859,47.5186399,4007.0,2.0,3.0,12.0,3.0,165.0,20.0,11.0
1700000,2018-09-08,17:27:19,42.974184,47.4208136,4007.0,1.0,5.0,9.0,1.0,40.0,9.0,1.0
2900000,2018-09-08,17:27:45,44.883847,37.325494,2843.0,2.0,12.0,20.0,2.0,53.3,8.1,11.0
2900000,2018-09-08,17:27:57,55.2713495,37.837586,81.0,3.0,3.0,5.0,1.0,46.0,12.0,1.0
630000,2018-09-08,17:28:38,53.580746,83.769615,6817.0,1.0,2.0,2.0,1.0,30.0,6.3,1.0
1750000,2018-09-08,17:28:47,55.40276,86.12076,2860.0,3.0,6.0,12.0,1.0,34.3,12.0,1.0
5299700,2018-09-08,17:29:26,43.4044579,40.0027701,2843.0,2.0,12.0,12.0,3.0,80.0,11.0,11.0
1400000,2018-09-08,17:30:09,53.356506,83.72724,6817.0,1.0,2.0,5.0,1.0,33.0,6.0,1.0
1950000,2018-09-08,17:30:10,47.1275851,39.7342182,3230.0,1.0,7.0,9.0,1.0,33.0,9.0,1.0
1576000,2018-09-08,17:30:12,56.116834,47.441324,3019.0,2.0,6.0,16.0,1.0,39.4,10.4,11.0
2500000,2018-09-08,17:30:45,53.4328815,56.0598937,2722.0,3.0,4.0,5.0,3.0,61.0,8.0,1.0
2391300,2018-09-08,17:30:53,44.883847,37.325494,2843.0,2.0,6.0,20.0,1.0,53.0,27.0,11.0
1800000,2018-09-08,17:31:09,51.71191,39.201805,2072.0,2.0,11.0,17.0,1.0,38.7,19.0,1.0
2300000,2018-09-08,17:31:12,47.211136,39.685055,3230.0,3.0,2.0,9.0,2.0,45.0,6.0,1.0
550000,2018-09-08,17:31:27,56.8221076,38.6639917,2604.0,3.0,1.0,2.0,2.0,44.0,6.5,1.0
1120000,2018-09-08,17:33:08,43.4845464,43.60713,9648.0,2.0,4.0,10.0,1.0,44.8,12.8,11.0
1725000,2018-09-08,17:33:18,43.4845464,43.60713,9648.0,2.0,3.0,10.0,2.0,69.0,9.7,11.0
1591200,2018-09-08,17:33:48,55.6349406,51.7981151,2922.0,1.0,4.0,9.0,1.0,40.8,8.5,1.0
2485000,2018-09-08,17:33:50,45.055824,39.016007,2843.0,1.0,15.0,16.0,2.0,64.0,13.0,11.0
6650000,2018-09-08,17:34:26,55.5853072,37.6928557,3.0,1.0,2.0,17.0,2.0,55.0,12.0,1.0
2500000,2018-09-08,17:34:47,47.42581,40.053238,3230.0,3.0,4.0,9.0,1.0,36.0,9.0,1.0
12750000,2018-09-08,17:35:16,55.7745444,37.581708,3.0,3.0,2.0,6.0,2.0,54.0,5.0,1.0
2600000,2018-09-08,17:35:40,42.9478376,47.5049655,4007.0,1.0,8.0,9.0,2.0,54.0,12.0,1.0
2750000,2018-09-08,17:35:51,54.7978939,38.2621722,81.0,3.0,5.0,6.0,3.0,77.0,10.0,1.0
1700000,2018-09-08,17:35:51,54.4034337,53.231447,2922.0,3.0,3.0,5.0,2.0,38.0,8.0,1.0
3400000,2018-09-08,17:35:51,55.8330096,38.2619503,81.0,3.0,2.0,3.0,3.0,56.0,6.0,1.0
2281500,2018-09-08,17:36:03,44.9979428,39.070032,2843.0,2.0,12.0,19.0,2.0,58.5,17.1,11.0
3900000,2018-09-08,17:36:04,55.8102495,38.0487485,81.0,2.0,1.0,4.0,2.0,55.0,9.0,1.0
3403600,2018-09-08,17:36:17,44.7235026,37.7686135,2843.0,2.0,14.0,18.0,2.0,63.5,12.3,11.0
7499000,2018-09-08,17:36:25,55.737578,37.701816,3.0,4.0,3.0,12.0,2.0,48.0,9.0,1.0
4000000,2018-09-08,17:36:35,54.1601111,45.164036,5241.0,3.0,1.0,5.0,4.0,60.0,5.0,1.0
2600000,2018-09-08,17:37:05,55.6967135,52.3482448,2922.0,1.0,1.0,10.0,2.0,59.0,10.0,1.0
3222000,2018-09-08,17:37:14,45.055824,39.016007,2843.0,1.0,13.0,16.0,3.0,83.0,13.0,11.0
4000000,2018-09-08,17:38:34,55.7292577,37.9691224,81.0,1.0,13.0,14.0,1.0,40.0,9.0,1.0
3655000,2018-09-08,17:39:41,55.919169,37.7818244,81.0,2.0,5.0,25.0,1.0,43.0,12.7,11.0
3638000,2018-09-08,17:39:43,55.919169,37.7818244,81.0,2.0,16.0,25.0,1.0,42.8,14.6,11.0
3638000,2018-09-08,17:39:44,55.919169,37.7818244,81.0,2.0,17.0,25.0,1.0,42.8,14.6,11.0
5500000,2018-09-08,17:39:46,55.6687952,37.7912247,3.0,1.0,8.0,8.0,1.0,41.1,8.5,1.0
3200000,2018-09-08,17:40:39,55.611942,36.962208,81.0,3.0,5.0,5.0,3.0,42.0,6.0,1.0
4200000,2018-09-08,17:40:42,45.0543793,39.0156813,2843.0,2.0,18.0,24.0,2.0,67.4,12.0,1.0
1900000,2018-09-08,17:40:43,45.053143,39.019816,2843.0,2.0,13.0,17.0,-1.0,25.0,8.0,1.0
2650000,2018-09-08,17:40:44,45.071224,39.036937,2843.0,2.0,2.0,18.0,2.0,60.1,15.7,11.0
2100000,2018-09-08,17:40:47,45.0578478,38.9158084,2843.0,4.0,6.0,12.0,1.0,40.0,10.5,1.0
2800000,2018-09-08,17:40:47,45.055824,39.016007,2843.0,2.0,4.0,19.0,2.0,54.3,9.4,11.0
5300000,2018-09-08,17:40:50,45.065314,38.9549197,2843.0,2.0,3.0,16.0,3.0,85.0,16.0,1.0
2950000,2018-09-08,17:40:51,45.070861,39.038069,2843.0,2.0,12.0,22.0,2.0,51.0,6.0,1.0
1750000,2018-09-08,17:40:53,45.056569,39.036156,2843.0,2.0,10.0,17.0,1.0,39.0,10.0,1.0
1650000,2018-09-08,17:40:59,45.055645,38.889748,2843.0,2.0,15.0,15.0,1.0,34.0,10.0,1.0
1742000,2018-09-08,17:41:03,45.055824,39.016007,2843.0,1.0,15.0,16.0,1.0,39.0,10.0,11.0
1780000,2018-09-08,17:41:08,47.256975,39.638261,3230.0,2.0,16.0,17.0,1.0,28.0,7.0,1.0
1300000,2018-09-08,17:41:11,44.0457565,42.8589186,2900.0,3.0,1.0,1.0,2.0,37.0,7.0,1.0
1800000,2018-09-08,17:41:13,44.044396,42.879589,2900.0,3.0,7.0,11.0,1.0,61.7,19.0,11.0
1700000,2018-09-08,17:41:22,47.100362,39.7254178,3230.0,3.0,2.0,2.0,3.0,59.0,7.0,1.0
2300000,2018-09-08,17:42:07,55.7413277,52.3880482,2922.0,1.0,5.0,5.0,3.0,59.0,6.0,1.0
1600000,2018-09-08,17:42:39,45.419165,40.5463376,2843.0,2.0,4.0,9.0,2.0,54.0,9.0,1.0
9200000,2018-09-08,17:42:39,55.9304656,37.8403152,81.0,2.0,1.0,17.0,2.0,61.5,19.0,1.0
3940000,2018-09-08,17:43:17,61.78872,34.32164,8090.0,2.0,2.0,3.0,3.0,80.0,15.0,11.0
1650000,2018-09-08,17:43:42,56.1161423,47.1899334,3019.0,1.0,1.0,9.0,1.0,34.0,8.0,1.0
